Date,Account Number,Symbol,Asset Type,Currency,Qty,Price Per Share,Commission,MER Fees,Action
2023-10-09,61185849,BMO.TO,Stock,CAD,50,93.3,2.88,0.0,Buy
2023-10-30,61185849,CNR.TO,Stock,CAD,25,190.97,7.93,0.0,Buy
2023-11-20,86762164,VDY.TO,ETF,CAD,-16,50.48,5.96,0.64,Sell
2024-02-08,86762164,VTI,ETF,USD,-10,270.67,4.29,0.0,Sell
2024-02-10,61185849,XIC.TO,ETF,CAD,25,36.91,0.86,0.0,Buy
2024-02-26,61185849,BMO.TO,Stock,CAD,50,76.47,9.87,0.0,Buy
2024-03-06,61185849,XIC.TO,ETF,CAD,116,0.24,0.0,0.0,Dividend
2024-03-10,86762164,AAPL,Stock,USD,1,76.14,3.57,0.0,Buy
2024-03-10,86762164,VTI,ETF,USD,-11,242.71,1.04,0.0,Sell
2024-03-16,61185849,MSFT,Stock,USD,20,496.95,3.38,0.0,Buy
2024-03-21,61185849,SPY,ETF,USD,25,841.25,4.78,0.0,Buy
2024-03-29,86762164,VCN.TO,ETF,CAD,-30,71.69,0.37,0.0,Sell
2024-03-31,61185849,CNR.TO,Stock,CAD,10,177.16,5.15,0.0,Buy
2024-04-02,61185849,BMO.TO,Stock,CAD,1,94.77,7.53,0.0,Buy
2024-05-11,86762164,AAPL,Stock,USD,119,0.08,0.0,0.0,Dividend
2024-06-11,61185849,SPY,ETF,USD,1,1044.82,7.99,0.0,Buy
2024-07-06,86762164,IWM,ETF,USD,206,0.9,0.0,0.0,Dividend
2024-07-17,86762164,IWM,ETF,USD,-24,290.91,9.23,0.0,Sell
2024-07-20,86762164,VCN.TO,ETF,CAD,15,78.85,6.02,0.0,Buy
2024-08-30,86762164,AAPL,Stock,USD,10,71.78,6.6,0.0,Buy
2024-08-31,86762164,VOO,ETF,USD,-11,1570.43,6.89,0.0,Sell
2024-09-27,86762164,AAPL,Stock,USD,-28,74.78,2.74,0.0,Sell
2024-09-29,61185849,CNR.TO,Stock,CAD,25,218.92,4.06,0.0,Buy
2024-10-14,86762164,VCN.TO,ETF,CAD,-1,94.13,1.43,0.0,Sell
2025-01-11,61185849,CNR.TO,Stock,CAD,5,253.34,7.78,0.0,Buy
2025-01-22,61185849,XIC.TO,ETF,CAD,116,0.18,0.0,0.0,Dividend
2025-01-27,86762164,IWM,ETF,USD,182,0.9,0.0,0.0,Dividend
2025-03-05,86762164,VOO,ETF,USD,10,1770.23,3.98,0.0,Buy
2025-03-09,86762164,VDY.TO,ETF,CAD,5,46.02,4.99,0.0,Buy
2025-03-09,61185849,JNJ,Stock,USD,-46,319.29,4.46,0.0,Sell
2025-04-17,61185849,JNJ,Stock,USD,-32,283.66,2.0,0.0,Sell
2025-05-04,86762164,VDY.TO,ETF,CAD,25,56.61,4.45,0.0,Buy
2025-05-17,86762164,AAPL,Stock,USD,-46,76.73,0.65,0.0,Sell
2025-06-28,61185849,JNJ,Stock,USD,44,1.99,0.0,0.0,Dividend
2025-07-29,86762164,VCN.TO,ETF,CAD,-12,95.07,5.08,0.0,Sell
2025-08-11,61185849,MSFT,Stock,USD,15,938.2,0.26,0.0,Buy
2025-09-18,86762164,AAPL,Stock,USD,20,94.54,1.3,0.0,Buy
2026-01-15,86762164,VDY.TO,ETF,CAD,25,41.45,7.18,0.0,Buy
