Date,Account Number,Symbol,Asset Type,Currency,Qty,Price Per Share,Commission,MER Fees,Action
2018-02-05,91549765,MSFT,Stock,USD,20,446.21,2.01,0.0,Buy
2018-02-06,91549765,BND,ETF,USD,50,114.72,8.43,0.0,Buy
2018-05-04,91549765,JPM,Stock,USD,-10,234.15,7.74,0.0,Sell
2018-05-15,48241423,CVX,Stock,USD,10,218.96,3.73,0.0,Buy
2018-07-05,91549765,BND,ETF,USD,-22,146.26,3.01,0.0,Sell
2018-08-05,48241423,AMZN,Stock,USD,-1,169.32,6.49,0.0,Sell
2018-08-10,91549765,VDY.TO,ETF,CAD,-15,82.27,6.13,0.0,Sell
2018-08-26,48241423,VWO,ETF,USD,10,62.21,7.33,0.0,Buy
2018-10-07,91549765,MSFT,Stock,USD,37,1.04,0.0,0.0,Dividend
2018-10-31,48241423,AMZN,Stock,USD,50,162.33,9.93,0.0,Buy
2018-10-31,91549765,VDY.TO,ETF,CAD,5,98.26,6.02,0.0,Buy
2018-11-15,48241423,BCE.TO,Stock,CAD,-4,84.44,9.36,0.0,Sell
2018-12-13,91549765,DIS,Stock,USD,10,169.78,1.68,0.0,Buy
2018-12-30,91549765,DIS,Stock,USD,-43,184.2,6.38,0.0,Sell
2019-01-15,91549765,VOO,ETF,USD,5,445.99,2.49,0.0,Buy
2019-02-07,48241423,CVX,Stock,USD,-1,193.06,3.86,0.0,Sell
2019-02-18,48241423,XIU.TO,ETF,CAD,115,0.19,0.0,0.0,Dividend
2019-02-21,91549765,BND,ETF,USD,15,96.19,7.88,0.0,Buy
2019-03-15,48241423,BCE.TO,Stock,CAD,1,75.41,7.98,0.0,Buy
2019-04-04,91549765,MSFT,Stock,USD,1,614.55,0.74,0.0,Buy
2019-04-21,91549765,BND,ETF,USD,1,93.11,5.46,0.0,Buy
2019-07-23,48241423,VWO,ETF,USD,-28,84.59,9.41,0.0,Sell
2019-07-26,48241423,XIU.TO,ETF,CAD,10,22.66,2.05,0.0,Buy
2019-07-27,91549765,VDY.TO,ETF,CAD,-3,129.49,2.37,0.36,Sell
2019-07-29,48241423,VWO,ETF,USD,10,82.18,0.04,0.0,Buy
2019-09-05,48241423,VWO,ETF,USD,1,83.53,2.07,0.0,Buy
2019-09-13,48241423,VWO,ETF,USD,-20,87.11,7.84,0.0,Sell
2019-10-03,91549765,VDY.TO,ETF,CAD,20,136.32,3.87,0.0,Buy
2019-10-05,48241423,XIU.TO,ETF,CAD,10,22.41,4.39,0.0,Buy
2019-11-06,48241423,SU.TO,Stock,CAD,25,48.78,6.67,0.0,Buy
2019-12-24,48241423,TD.TO,Stock,CAD,-27,108.84,9.7,0.0,Sell
2020-02-17,48241423,SU.TO,Stock,CAD,-34,54.53,4.18,0.0,Sell
2020-03-03,48241423,VWO,ETF,USD,-8,93.85,4.76,0.0,Sell
2020-03-19,48241423,SU.TO,Stock,CAD,20,58.63,8.0,0.0,Buy
2020-03-24,91549765,SPY,ETF,USD,50,457.43,4.49,0.0,Buy
2020-04-05,91549765,PG,Stock,USD,-3,211.4,0.43,0.0,Sell
2020-04-09,48241423,AMZN,Stock,USD,50,142.4,6.27,0.0,Buy
2020-05-20,91549765,VDY.TO,ETF,CAD,25,115.52,9.13,0.0,Buy
2020-06-21,91549765,BND,ETF,USD,-18,90.02,5.19,0.0,Sell
2020-07-21,48241423,AMZN,Stock,USD,5,122.61,1.48,0.0,Buy
2020-08-02,48241423,CVX,Stock,USD,9,3.24,0.0,0.0,Dividend
2020-08-07,48241423,CVX,Stock,USD,-9,332.1,8.79,0.0,Sell
2020-09-30,48241423,CVX,Stock,USD,15,289.76,6.54,0.0,Buy
2020-10-03,48241423,VWO,ETF,USD,10,110.44,4.03,0.0,Buy
2020-10-16,91549765,BND,ETF,USD,10,63.82,6.9,0.33,Buy
2020-11-02,91549765,VDY.TO,ETF,CAD,47,1.29,0.0,0.03,Dividend
2020-11-26,48241423,VTI,ETF,USD,50,702.02,4.91,0.0,Buy
2020-12-17,48241423,BCE.TO,Stock,CAD,25,97.34,4.43,0.0,Buy
2020-12-29,91549765,VDY.TO,ETF,CAD,-39,115.34,6.45,0.0,Sell
2021-03-05,48241423,AMZN,Stock,USD,-49,140.16,5.16,0.0,Sell
2021-03-12,48241423,SU.TO,Stock,CAD,5,40.7,0.66,0.0,Buy
2021-03-18,91549765,BND,ETF,USD,50,88.39,5.24,0.0,Buy
2021-04-22,91549765,PG,Stock,USD,-4,279.72,0.33,0.0,Sell
2021-05-19,48241423,TD.TO,Stock,CAD,-18,96.63,3.68,0.0,Sell
2021-08-27,91549765,BND,ETF,USD,-8,81.09,6.8,0.0,Sell
2021-08-28,91549765,VOO,ETF,USD,50,539.04,4.74,0.0,Buy
2021-09-10,91549765,VDY.TO,ETF,CAD,-2,126.96,2.85,0.0,Sell
2021-09-16,91549765,PG,Stock,USD,8,1.32,0.0,0.0,Dividend
2021-09-20,91549765,PG,Stock,USD,15,222.71,5.13,0.0,Buy
2021-10-09,91549765,MSFT,Stock,USD,5,471.02,6.47,0.0,Buy
2021-10-18,91549765,MSFT,Stock,USD,20,480.7,8.04,0.0,Buy
2021-10-26,91549765,VDY.TO,ETF,CAD,15,145.05,8.51,0.0,Buy
2021-10-28,48241423,VTI,ETF,USD,-40,883.35,3.97,0.0,Sell
2021-11-15,48241423,TD.TO,Stock,CAD,-39,75.78,6.08,0.0,Sell
2021-11-21,48241423,CVX,Stock,USD,10,230.5,9.87,0.0,Buy
2021-12-15,91549765,VDY.TO,ETF,CAD,25,134.52,9.51,0.0,Buy
2021-12-18,48241423,BCE.TO,Stock,CAD,42,1.59,0.0,0.0,Dividend
2022-02-08,91549765,BND,ETF,USD,-44,89.39,1.4,0.92,Sell
2022-02-08,48241423,VTI,ETF,USD,15,982.02,4.04,0.0,Buy
2022-02-13,91549765,PG,Stock,USD,25,226.43,2.22,0.0,Buy
2022-04-16,48241423,VWO,ETF,USD,25,1.41,0.0,0.0,Dividend
2022-04-17,48241423,XIU.TO,ETF,CAD,-36,23.62,1.81,0.0,Sell
2022-06-12,91549765,VDY.TO,ETF,CAD,-36,141.95,7.62,0.0,Sell
2022-07-02,91549765,JPM,Stock,USD,-15,283.59,3.55,0.0,Sell
2022-07-11,48241423,VTI,ETF,USD,10,987.95,3.71,0.0,Buy
2022-07-22,48241423,CVX,Stock,USD,50,193.08,6.34,0.0,Buy
2022-09-01,91549765,DIS,Stock,USD,5,213.93,5.0,0.0,Buy
2022-12-01,91549765,BND,ETF,USD,15,91.99,0.54,0.0,Buy
2022-12-15,91549765,PG,Stock,USD,20,249.13,8.92,0.0,Buy
2022-12-31,91549765,SPY,ETF,USD,25,530.47,1.8,0.0,Buy
2023-02-16,48241423,XIU.TO,ETF,CAD,1,24.76,0.05,0.0,Buy
2023-02-20,48241423,XIU.TO,ETF,CAD,-11,25.54,4.89,0.0,Sell
2023-03-16,48241423,AMZN,Stock,USD,-26,167.78,4.29,0.0,Sell
2023-04-10,91549765,MSFT,Stock,USD,5,720.46,7.3,0.0,Buy
2023-04-21,91549765,JPM,Stock,USD,-34,469.89,1.9,0.0,Sell
2023-05-18,48241423,BCE.TO,Stock,CAD,10,180.34,3.12,0.0,Buy
2023-06-11,48241423,VTI,ETF,USD,50,880.3,0.46,0.0,Buy
2023-06-21,91549765,JPM,Stock,USD,25,501.9,9.94,0.0,Buy
2023-07-24,48241423,VWO,ETF,USD,5,163.34,1.65,0.0,Buy
2023-08-22,91549765,MSFT,Stock,USD,25,925.93,9.84,0.0,Buy
2023-08-26,91549765,MSFT,Stock,USD,-11,937.79,1.23,0.0,Sell
2023-09-23,48241423,SU.TO,Stock,CAD,25,78.36,2.56,0.0,Buy
2023-12-04,48241423,SU.TO,Stock,CAD,-4,68.01,6.61,0.0,Sell
2023-12-16,91549765,MSFT,Stock,USD,1,1041.62,4.16,0.0,Buy
2023-12-17,91549765,VDY.TO,ETF,CAD,5,187.59,2.05,0.0,Buy
2024-01-11,48241423,AMZN,Stock,USD,-22,190.33,5.2,0.0,Sell
2024-01-29,91549765,SPY,ETF,USD,1,727.51,5.11,0.0,Buy
2024-01-30,48241423,CVX,Stock,USD,20,369.28,2.0,0.0,Buy
2024-02-05,91549765,PG,Stock,USD,15,218.05,2.95,0.0,Buy
2024-03-02,48241423,VWO,ETF,USD,30,1.53,0.0,0.0,Dividend
2024-03-04,48241423,BCE.TO,Stock,CAD,25,288.85,0.89,0.0,Buy
2024-03-12,48241423,VWO,ETF,USD,1,206.18,7.79,0.0,Buy
2024-04-10,91549765,VDY.TO,ETF,CAD,-8,172.29,9.88,0.0,Sell
2024-04-23,48241423,CVX,Stock,USD,-3,387.03,8.51,0.0,Sell
2024-05-24,91549765,JPM,Stock,USD,1,566.0,0.95,0.0,Buy
2024-05-24,48241423,SU.TO,Stock,CAD,5,83.23,6.63,0.0,Buy
2024-05-25,48241423,TD.TO,Stock,CAD,16,0.81,0.0,0.0,Dividend
2024-05-28,91549765,VDY.TO,ETF,CAD,7,1.72,0.0,0.0,Dividend
2024-07-01,48241423,XIU.TO,ETF,CAD,15,21.5,9.61,0.0,Buy
2024-08-25,48241423,VWO,ETF,USD,-21,202.87,8.85,0.0,Sell
2024-09-10,48241423,SU.TO,Stock,CAD,87,0.96,0.0,0.0,Dividend
2024-09-27,48241423,CVX,Stock,USD,20,354.11,4.82,0.0,Buy
2024-10-05,91549765,VOO,ETF,USD,15,573.61,7.78,0.0,Buy
2024-10-06,91549765,SPY,ETF,USD,15,719.69,1.13,0.0,Buy
2024-11-06,91549765,VDY.TO,ETF,CAD,-1,202.79,7.04,0.0,Sell
2024-11-14,48241423,BCE.TO,Stock,CAD,77,7.92,0.0,0.0,Dividend
2024-12-09,91549765,JPM,Stock,USD,25,503.19,7.0,0.0,Buy
2025-02-04,48241423,BCE.TO,Stock,CAD,25,487.41,6.76,0.0,Buy
2025-02-09,48241423,SU.TO,Stock,CAD,5,92.49,5.05,0.0,Buy
2025-02-20,48241423,VWO,ETF,USD,10,2.27,0.0,0.0,Dividend
2025-02-24,48241423,BCE.TO,Stock,CAD,10,488.94,0.5,0.0,Buy
2025-04-24,91549765,BND,ETF,USD,5,169.44,0.79,0.0,Buy
2025-05-09,91549765,DIS,Stock,USD,15,131.57,3.16,0.0,Buy
2025-06-13,91549765,MSFT,Stock,USD,15,1416.17,0.36,0.0,Buy
2025-07-25,91549765,DIS,Stock,USD,-40,171.9,6.37,0.0,Sell
2025-08-01,91549765,PG,Stock,USD,-30,213.98,9.49,0.0,Sell
2025-09-15,48241423,SU.TO,Stock,CAD,-30,99.28,3.32,0.0,Sell
2025-09-20,48241423,VWO,ETF,USD,-6,254.82,7.15,0.0,Sell
2025-09-22,48241423,BCE.TO,Stock,CAD,10,342.05,8.29,0.0,Buy
2025-10-07,48241423,VTI,ETF,USD,10,646.74,7.01,6.16,Buy
2025-10-20,91549765,SPY,ETF,USD,-48,545.09,7.21,0.0,Sell
2025-11-19,91549765,PG,Stock,USD,50,251.85,3.93,0.0,Buy
2025-12-04,91549765,PG,Stock,USD,-7,252.44,7.56,0.0,Sell
2026-01-11,48241423,CVX,Stock,USD,-29,471.2,4.57,0.0,Sell
