Date,Account Number,Symbol,Asset Type,Currency,Qty,Price Per Share,Commission,MER Fees,Action
2019-11-15,76951647,META,Stock,USD,1,137.34,2.19,0.0,Buy
2019-11-25,76951647,AMZN,Stock,USD,5,127.92,0.43,0.0,Buy
2019-11-28,76951647,RY.TO,Stock,CAD,15,253.39,8.81,0.0,Buy
2019-12-13,76951647,RY.TO,Stock,CAD,20,247.38,6.33,0.0,Buy
2020-01-20,28070539,BND,ETF,USD,-37,91.02,1.74,0.0,Sell
2020-01-31,76951647,AMZN,Stock,USD,15,132.52,9.72,0.0,Buy
2020-02-27,28070539,VOO,ETF,USD,50,577.64,3.45,0.0,Buy
2020-03-21,28070539,XIC.TO,ETF,CAD,5,48.79,4.39,0.0,Buy
2020-04-18,28070539,BND,ETF,USD,5,88.6,1.57,0.0,Buy
2020-04-20,76951647,VWO,ETF,USD,10,68.7,7.2,0.0,Buy
2020-04-25,76951647,VWO,ETF,USD,-42,67.41,8.33,1.21,Sell
2020-05-07,76951647,CNR.TO,Stock,CAD,-9,362.68,6.29,0.0,Sell
2020-05-21,76951647,CNR.TO,Stock,CAD,5,336.61,2.58,0.0,Buy
2020-05-21,28070539,VOO,ETF,USD,-37,494.79,6.37,0.0,Sell
2020-05-25,28070539,BND,ETF,USD,39,0.67,0.0,0.0,Dividend
2020-06-10,76951647,META,Stock,USD,5,162.53,2.19,0.0,Buy
2020-06-19,28070539,IWM,ETF,USD,-50,165.33,1.82,0.0,Sell
2020-08-05,76951647,RY.TO,Stock,CAD,149,2.58,0.0,0.0,Dividend
2020-08-10,76951647,AMZN,Stock,USD,15,104.37,1.32,0.0,Buy
2020-09-14,28070539,SHOP.TO,Stock,CAD,20,102.86,6.84,0.0,Buy
2020-09-15,76951647,CNR.TO,Stock,CAD,15,356.98,9.01,0.0,Buy
2020-10-17,28070539,SHOP.TO,Stock,CAD,1,93.33,0.93,0.0,Buy
2020-12-07,76951647,CNR.TO,Stock,CAD,1,316.27,8.96,0.0,Buy
2020-12-17,28070539,VOO,ETF,USD,10,520.64,8.74,0.0,Buy
2021-01-14,76951647,META,Stock,USD,-25,141.71,3.5,0.0,Sell
2021-02-07,76951647,CNR.TO,Stock,CAD,5,357.19,2.54,0.0,Buy
2021-02-10,76951647,AMZN,Stock,USD,20,112.15,4.08,0.0,Buy
2021-03-19,28070539,XIC.TO,ETF,CAD,-8,67.3,5.19,0.0,Sell
2021-04-27,76951647,RY.TO,Stock,CAD,1,213.02,1.55,0.0,Buy
2021-05-12,28070539,BND,ETF,USD,20,68.97,4.23,0.0,Buy
2021-05-14,28070539,VOO,ETF,USD,-27,589.55,5.52,0.0,Sell
2021-06-08,28070539,SHOP.TO,Stock,CAD,-17,90.59,9.88,0.0,Sell
2021-06-13,28070539,VOO,ETF,USD,-2,631.86,7.47,0.0,Sell
2021-07-20,28070539,IWM,ETF,USD,20,134.16,4.0,0.0,Buy
2021-09-19,28070539,XIC.TO,ETF,CAD,25,65.63,0.05,0.0,Buy
2021-10-05,76951647,CNR.TO,Stock,CAD,1,350.54,2.63,0.0,Buy
2021-10-08,76951647,CNR.TO,Stock,CAD,15,352.53,9.3,0.0,Buy
2021-10-29,28070539,SHOP.TO,Stock,CAD,20,117.16,0.57,0.0,Buy
2021-11-23,28070539,IWM,ETF,USD,-29,98.85,0.11,0.0,Sell
2022-01-21,28070539,SHOP.TO,Stock,CAD,1,97.26,7.83,0.0,Buy
2022-02-14,76951647,VWO,ETF,USD,-44,119.75,0.36,0.0,Sell
2022-03-01,28070539,IWM,ETF,USD,10,103.66,7.79,0.0,Buy
2022-03-02,76951647,CNR.TO,Stock,CAD,1,300.46,7.36,0.0,Buy
2022-04-27,76951647,AMZN,Stock,USD,25,179.62,8.29,0.0,Buy
2022-06-23,76951647,RY.TO,Stock,CAD,50,240.27,2.76,0.0,Buy
2022-08-04,76951647,VWO,ETF,USD,15,148.48,5.74,0.0,Buy
2022-09-27,76951647,AMZN,Stock,USD,-33,203.28,2.94,0.0,Sell
2022-10-26,28070539,SHOP.TO,Stock,CAD,20,127.62,8.12,0.0,Buy
2022-11-01,76951647,META,Stock,USD,20,84.58,4.83,0.0,Buy
2022-11-07,76951647,RY.TO,Stock,CAD,200,3.3,0.0,0.0,Dividend
2022-12-14,76951647,META,Stock,USD,1,82.35,4.81,0.0,Buy
2023-01-28,28070539,VOO,ETF,USD,-2,925.32,6.76,0.0,Sell
2023-02-27,76951647,RY.TO,Stock,CAD,1,396.98,7.0,0.0,Buy
2023-03-05,28070539,BND,ETF,USD,25,148.2,7.48,0.0,Buy
2023-03-21,28070539,IWM,ETF,USD,10,78.79,2.18,0.0,Buy
2023-03-26,76951647,VWO,ETF,USD,5,138.53,2.35,0.0,Buy
2023-04-05,76951647,VWO,ETF,USD,5,147.54,8.35,0.0,Buy
2023-04-13,76951647,AMZN,Stock,USD,15,127.79,6.13,0.0,Buy
2023-04-19,28070539,SHOP.TO,Stock,CAD,15,161.11,3.71,0.0,Buy
2023-05-01,76951647,CNR.TO,Stock,CAD,134,1.6,0.0,0.0,Dividend
2023-05-20,28070539,SHOP.TO,Stock,CAD,5,150.13,7.49,0.0,Buy
2023-05-23,28070539,SHOP.TO,Stock,CAD,-31,140.71,9.39,0.0,Sell
2023-05-25,76951647,RY.TO,Stock,CAD,25,438.44,7.75,0.0,Buy
2023-06-28,76951647,AMZN,Stock,USD,-30,130.04,3.15,0.0,Sell
2023-07-06,76951647,VWO,ETF,USD,1,164.33,3.25,0.0,Buy
2023-08-17,28070539,SHOP.TO,Stock,CAD,10,144.15,4.71,0.0,Buy
2023-08-22,76951647,RY.TO,Stock,CAD,15,339.32,2.1,0.0,Buy
2023-09-09,76951647,RY.TO,Stock,CAD,15,319.45,2.79,0.0,Buy
2023-10-13,28070539,IWM,ETF,USD,51,0.33,0.0,0.0,Dividend
2023-11-05,28070539,BND,ETF,USD,-36,146.16,4.32,0.0,Sell
2023-11-09,28070539,IWM,ETF,USD,1,91.98,1.76,0.0,Buy
2023-12-29,28070539,SHOP.TO,Stock,CAD,10,155.37,7.85,0.0,Buy
2023-12-31,28070539,SHOP.TO,Stock,CAD,1,154.11,3.98,0.0,Buy
2024-01-18,28070539,XIC.TO,ETF,CAD,10,55.14,4.76,0.0,Buy
2024-02-02,76951647,RY.TO,Stock,CAD,10,289.94,5.6,0.0,Buy
2024-02-07,28070539,BND,ETF,USD,15,127.76,1.21,0.0,Buy
2024-03-08,76951647,VWO,ETF,USD,-21,308.89,6.48,0.0,Sell
2024-03-12,76951647,RY.TO,Stock,CAD,20,286.83,4.87,0.0,Buy
2024-03-25,76951647,AMZN,Stock,USD,10,108.1,4.63,0.0,Buy
2024-05-06,28070539,IWM,ETF,USD,-22,117.4,4.21,0.0,Sell
2024-05-08,76951647,AMZN,Stock,USD,10,116.81,2.28,0.0,Buy
2024-05-18,28070539,BND,ETF,USD,-39,140.86,6.44,0.0,Sell
2024-07-06,76951647,RY.TO,Stock,CAD,-34,332.11,9.65,0.0,Sell
2024-07-16,28070539,IWM,ETF,USD,30,0.35,0.0,0.0,Dividend
2024-07-27,28070539,BND,ETF,USD,24,1.29,0.0,0.0,Dividend
2024-08-09,28070539,IWM,ETF,USD,1,120.13,0.64,0.0,Buy
2024-08-18,28070539,XIC.TO,ETF,CAD,-34,53.45,7.64,0.0,Sell
2024-08-25,28070539,IWM,ETF,USD,15,126.35,3.09,0.0,Buy
2024-08-30,28070539,IWM,ETF,USD,50,129.77,1.7,2.84,Buy
2024-09-29,76951647,RY.TO,Stock,CAD,252,3.22,0.0,0.0,Dividend
2024-10-02,28070539,SHOP.TO,Stock,CAD,20,112.82,4.44,0.0,Buy
2024-10-09,28070539,SHOP.TO,Stock,CAD,20,117.01,4.56,0.0,Buy
2024-10-15,76951647,CNR.TO,Stock,CAD,25,430.16,6.39,0.0,Buy
2024-10-31,76951647,RY.TO,Stock,CAD,5,282.1,8.04,0.0,Buy
2024-11-10,76951647,RY.TO,Stock,CAD,5,251.21,3.03,0.0,Buy
2024-11-15,28070539,IWM,ETF,USD,15,149.55,5.35,0.0,Buy
2024-11-23,76951647,META,Stock,USD,50,141.58,4.3,0.0,Buy
2024-12-09,76951647,VWO,ETF,USD,-9,314.59,3.73,0.0,Sell
2024-12-15,76951647,META,Stock,USD,25,141.05,7.36,0.0,Buy
2024-12-28,76951647,META,Stock,USD,1,128.1,4.22,0.0,Buy
2025-01-17,76951647,RY.TO,Stock,CAD,25,279.27,5.31,0.0,Buy
2025-01-17,28070539,BND,ETF,USD,24,1.12,0.0,0.0,Dividend
2025-01-19,28070539,SHOP.TO,Stock,CAD,-18,123.27,7.0,0.0,Sell
2025-01-20,28070539,VOO,ETF,USD,1,738.45,9.69,0.22,Buy
2025-01-20,76951647,VWO,ETF,USD,10,328.38,1.25,0.0,Buy
2025-01-26,76951647,AMZN,Stock,USD,15,84.03,2.17,0.0,Buy
2025-02-06,76951647,META,Stock,USD,15,121.21,6.96,0.0,Buy
2025-03-21,76951647,AMZN,Stock,USD,-10,100.99,0.56,0.0,Sell
2025-05-01,76951647,AMZN,Stock,USD,5,119.86,1.92,0.0,Buy
2025-05-09,28070539,VOO,ETF,USD,-1,920.76,9.74,0.0,Sell
2025-05-15,76951647,META,Stock,USD,1,143.31,1.99,0.0,Buy
2025-05-19,76951647,AMZN,Stock,USD,5,116.34,4.72,0.0,Buy
2025-05-31,28070539,BND,ETF,USD,24,0.95,0.0,0.0,Dividend
2025-06-06,28070539,SHOP.TO,Stock,CAD,10,157.54,4.81,0.0,Buy
2025-06-23,76951647,RY.TO,Stock,CAD,287,2.99,0.0,0.0,Dividend
2025-06-25,76951647,VWO,ETF,USD,10,2.75,0.0,0.0,Dividend
2025-07-02,28070539,XIC.TO,ETF,CAD,10,55.56,5.84,0.0,Buy
2025-07-16,28070539,XIC.TO,ETF,CAD,-45,53.78,4.75,0.0,Sell
2025-07-22,76951647,AMZN,Stock,USD,15,110.71,0.91,0.0,Buy
2025-08-15,28070539,XIC.TO,ETF,CAD,25,60.12,1.54,0.0,Buy
2025-10-06,76951647,META,Stock,USD,20,199.84,7.88,0.0,Buy
2025-10-17,76951647,META,Stock,USD,-2,189.58,6.89,0.0,Sell
2025-11-05,28070539,IWM,ETF,USD,1,120.25,4.85,0.0,Buy
2025-11-18,76951647,META,Stock,USD,5,188.43,5.43,0.0,Buy
2025-11-19,76951647,META,Stock,USD,50,190.68,5.98,0.0,Buy
2025-11-19,28070539,IWM,ETF,USD,5,114.84,4.49,0.0,Buy
2025-11-24,76951647,META,Stock,USD,25,187.55,5.05,0.0,Buy
2025-12-05,28070539,XIC.TO,ETF,CAD,-24,58.62,7.75,0.0,Sell
2025-12-12,28070539,SHOP.TO,Stock,CAD,-13,140.13,5.24,0.0,Sell
2026-01-09,28070539,SHOP.TO,Stock,CAD,10,129.32,3.22,0.0,Buy
2026-01-17,76951647,AMZN,Stock,USD,25,136.24,0.67,0.0,Buy
